,HARGA,LT,LB,JKT,JKM,GRS,KOTA
302,25000000000,1000,600,9,5,1,BADUNG
303,85500000000,1500,1300,5,5,1,BADUNG
304,5400000000,165,297,3,3,1,BADUNG
305,14000000000,380,350,6,4,1,BADUNG
306,5600000000,151,254,4,3,1,BADUNG
307,38000000000,1390,750,6,4,0,BADUNG
308,30000000000,557,400,4,3,0,BADUNG
309,17500000000,518,450,5,7,1,BADUNG
310,39500000000,1960,900,5,4,1,BADUNG
311,15000000000,395,460,4,4,1,BADUNG
312,13000000000,235,623,5,5,0,BADUNG
313,8500000000,434,380,5,2,0,BADUNG
314,45000000000,836,600,4,4,1,BADUNG
315,10000000000,230,350,3,2,1,BADUNG
316,20000000000,425,500,5,4,1,BADUNG
317,5800000000,144,285,4,3,1,BADUNG
318,20900000000,754,500,4,4,1,BADUNG
319,24000000000,832,650,4,1,0,BADUNG
320,23000000000,800,400,4,4,1,BADUNG
321,9000000000,256,245,4,4,0,BADUNG
322,1350000000,72,150,3,3,0,BADUNG
323,23000000000,800,500,5,4,0,BADUNG
324,14000000000,464,350,4,3,1,BADUNG
325,15000000000,733,140,2,2,0,BADUNG
326,6500000000,500,400,17,18,1,BADUNG
327,6800000000,376,352,5,5,0,BADUNG
328,10500000000,320,360,6,4,1,BADUNG
329,20000000000,442,600,3,4,1,BADUNG
330,16000000000,895,420,5,4,1,BADUNG
331,15000000000,400,500,4,4,0,BADUNG
332,9000000000,240,380,3,3,1,BADUNG
333,33000000000,1750,700,6,6,1,BADUNG
334,6200000000,450,550,4,4,1,BADUNG
335,40000000000,600,500,8,5,1,BADUNG
336,14500000000,240,450,4,4,1,BADUNG
337,25000000000,900,600,4,3,0,BADUNG
338,6200000000,376,352,4,2,1,BADUNG
339,38000000000,2880,1000,7,6,1,BADUNG
340,9000000000,350,650,4,3,1,BADUNG
341,7000000000,251,325,3,3,0,BADUNG
342,9900000000,452,200,3,2,1,BADUNG
343,15000000000,291,400,4,4,1,BADUNG
344,16000000000,445,1200,6,6,1,BADUNG
345,9000000000,300,300,4,3,1,BADUNG
346,25000000000,700,500,4,4,1,BADUNG
347,10000000000,468,410,4,3,1,BADUNG
348,9500000000,350,430,4,4,0,BADUNG
349,30000000000,778,320,3,2,0,BADUNG
350,15000000000,923,900,5,4,0,BADUNG
351,20000000000,1050,650,4,4,1,BADUNG
352,15000000000,530,633,4,3,0,BADUNG
353,5900000000,188,314,4,4,0,BADUNG
354,185000000000,6790,10000,5,5,1,BADUNG
355,17800000000,430,500,4,4,1,BADUNG
356,11500000000,375,400,5,4,1,BADUNG
357,12000000000,340,600,11,11,1,BADUNG
358,50000000000,325,500,3,3,1,BADUNG
359,7900000000,266,475,4,4,1,BADUNG
360,7000000000,250,280,3,3,1,BADUNG
361,7000000000,230,400,4,4,1,BADUNG
362,20000000000,600,890,6,6,1,BADUNG
363,11000000000,575,210,4,3,1,BADUNG
364,22000000000,1860,400,4,4,1,BADUNG
365,20000000000,610,1000,6,6,0,BADUNG
366,16000000000,835,600,5,5,0,BADUNG
367,8750000000,158,400,3,3,1,BADUNG
368,39000000000,1900,1000,6,5,0,BADUNG
369,10500000000,424,313,7,4,1,BADUNG
370,14000000000,651,350,5,3,1,BADUNG
371,11000000000,400,225,4,3,1,BADUNG
372,24000000000,354,350,3,3,1,BADUNG
373,14500000000,600,500,5,4,1,BADUNG
374,8500000000,200,400,4,4,1,BADUNG
375,9900000000,611,500,7,4,1,BADUNG
376,21000000000,557,882,5,4,1,BADUNG
377,6000000000,144,250,4,3,1,BADUNG
378,14000000000,661,800,4,4,0,BADUNG
379,12900000000,539,610,4,4,1,BADUNG
380,17640000000,503,541,4,3,1,BADUNG
381,12000000000,600,500,4,4,1,BADUNG
382,10000000000,237,250,4,3,1,BADUNG
383,3790000000,248,248,4,2,0,BADUNG
384,9000000000,600,400,4,3,0,BADUNG
385,250000000000,6000,1500,5,5,1,BADUNG
386,9500000000,274,258,3,3,1,BADUNG
387,17500000000,518,450,5,7,1,BADUNG
388,8250000000,159,278,3,3,1,BADUNG
389,4300000000,123,190,3,3,0,BADUNG
390,4300000000,152,230,4,2,0,BADUNG
391,5620000000,122,311,3,3,1,BADUNG
392,3250000000,240,200,3,3,1,BADUNG
393,6500000000,144,285,4,3,1,BADUNG
394,25000000000,1020,800,5,3,1,BADUNG
395,23000000000,752,400,4,3,1,BADUNG
396,17700000000,860,750,5,4,1,BADUNG
397,7700000000,190,300,3,2,1,BADUNG
398,16000000000,465,640,4,4,1,BADUNG
399,6000000000,200,272,4,4,1,BADUNG
400,15000000000,500,765,4,4,1,BADUNG
401,25000000000,685,450,4,4,1,BADUNG
402,20000000000,910,450,5,4,1,BADUNG
403,15000000000,580,220,4,3,0,BADUNG
404,8500000000,246,221,3,3,1,BADUNG
405,4000000000,125,125,3,3,1,BADUNG
406,11500000000,400,300,3,3,1,BADUNG
407,27500000000,1010,605,6,6,1,BADUNG
408,6000000000,182,500,4,3,1,BADUNG
409,17500000000,477,550,4,4,1,BADUNG
410,17000000000,300,475,5,4,1,BADUNG
411,7500000000,259,410,4,3,1,BADUNG
412,28000000000,572,450,8,7,1,BADUNG
413,7000000000,349,349,9,5,1,BADUNG
414,9000000000,200,480,4,3,1,BADUNG
415,39000000000,973,1100,4,4,1,BADUNG
416,42000000000,2131,1600,5,5,1,BADUNG
417,4000000000,219,103,4,2,1,BADUNG
418,9000000000,490,350,4,3,1,BADUNG
419,25000000000,1000,800,4,3,1,BADUNG
420,3800000000,153,180,4,3,0,BADUNG
421,15000000000,506,400,3,3,0,BADUNG
422,17000000000,465,640,4,4,1,BADUNG
423,7300000000,278,350,4,4,1,BADUNG
424,8500000000,250,400,4,4,1,BADUNG
425,55000000000,2641,1000,4,3,1,BADUNG
426,17000000000,851,450,4,3,1,BADUNG
427,17000000000,392,327,4,4,1,BADUNG
428,10000000000,402,236,3,3,1,BADUNG
429,12000000000,254,370,4,4,1,BADUNG
430,10500000000,380,300,3,3,1,BADUNG
431,17500000000,417,560,4,4,1,BADUNG
432,5250000000,135,250,3,4,1,BADUNG
433,13500000000,565,380,3,3,1,BADUNG
434,10500000000,220,350,4,3,1,BADUNG
435,17000000000,440,350,4,4,1,BADUNG
436,7900000000,356,450,4,3,1,BADUNG
437,18600000000,474,455,4,4,0,BADUNG
438,35000000000,1200,900,6,6,1,BADUNG
439,25000000000,670,650,3,3,0,BADUNG
440,22000000000,754,500,4,4,1,BADUNG
441,68000000000,2595,1000,5,5,1,BADUNG
442,6500000000,266,350,4,4,1,BADUNG
443,2500000000,200,120,3,3,1,BADUNG
444,22000000000,754,500,4,4,1,BADUNG
445,22000000000,888,450,4,3,1,BADUNG
446,5100000000,120,210,4,3,0,BADUNG
447,9200000000,231,389,3,3,1,BADUNG
448,36000000000,1200,850,5,4,0,BADUNG
449,7900000000,205,357,4,4,0,BADUNG
450,5800000000,250,350,4,4,1,BADUNG
451,11000000000,230,350,4,4,1,BADUNG
452,4900000000,340,210,3,2,1,BADUNG
453,23000000000,806,700,4,4,1,BADUNG
454,17000000000,440,350,4,4,1,BADUNG
455,8200000000,188,330,3,3,1,BADUNG
456,9500000000,251,295,4,4,1,BADUNG
457,6500000000,266,350,4,3,1,BADUNG
458,27000000000,900,400,4,3,1,BADUNG
459,16500000000,600,400,7,4,1,BADUNG
460,35000000000,2000,800,4,4,0,BADUNG
461,6200000000,142,311,3,2,1,BADUNG
462,15000000000,912,484,6,3,1,BADUNG
463,9500000000,251,295,4,4,1,BADUNG
464,23000000000,806,700,4,4,1,BADUNG
465,7370000000,211,465,4,4,1,BADUNG
466,19500000000,850,750,3,2,1,BADUNG
467,5800000000,122,289,3,3,1,BADUNG
468,33000000000,1100,800,5,5,1,BADUNG
469,22500000000,500,536,5,5,1,BADUNG
470,4200000000,110,165,4,3,1,BADUNG
471,16950000000,387,250,1,1,1,BADUNG
472,13000000000,616,650,4,4,1,BADUNG
473,18000000000,670,385,4,4,1,BADUNG
474,7000000000,140,215,4,4,1,BADUNG
475,5000000000,234,350,4,4,1,BADUNG
476,38500000000,1420,550,8,5,1,BADUNG
477,15000000000,395,420,4,4,1,BADUNG
478,13500000000,230,400,3,2,1,BADUNG
479,13000000000,372,450,4,4,1,BADUNG
480,8500000000,250,400,4,4,1,BADUNG
481,17000000000,786,1000,6,7,0,BADUNG
482,43000000000,1350,750,5,5,1,BADUNG
483,13000000000,235,623,4,4,0,BADUNG
484,22000000000,1000,800,5,4,0,BADUNG
485,9950000000,212,300,4,3,1,BADUNG
486,12500000000,512,350,3,3,1,BADUNG
487,16000000000,578,500,5,4,1,BADUNG
488,22600000000,754,500,4,4,1,BADUNG
489,75000000000,1830,1000,5,4,1,BADUNG
490,30000000000,1100,500,4,4,1,BADUNG
491,20000000000,897,450,4,4,1,BADUNG
492,15000000000,733,140,2,2,1,BADUNG
493,19000000000,435,500,4,4,1,BADUNG
494,8700000000,229,327,4,3,1,BADUNG
495,25000000000,670,671,4,4,0,BADUNG
496,19000000000,520,600,4,4,0,BADUNG
497,35000000000,900,800,7,5,1,BADUNG
498,18000000000,677,450,4,3,0,BADUNG
499,15000000000,415,150,3,2,1,BADUNG
500,9500000000,350,460,6,5,1,BADUNG
501,25500000000,1020,816,5,3,0,BADUNG
502,16000000000,1095,450,3,4,1,BADUNG
503,15000000000,940,320,2,2,1,BADUNG
504,22000000000,824,600,7,4,1,BADUNG
505,6900000000,243,260,4,4,1,BADUNG
506,20000000000,429,499,4,4,1,BADUNG
507,45000000000,1466,900,9,9,1,BADUNG
508,60000000000,2360,542,6,8,1,BADUNG
509,10800000000,472,650,6,3,1,BADUNG
510,56000000000,1470,2000,7,7,1,BADUNG
511,14400000000,474,455,3,4,1,BADUNG
512,60000000000,2630,542,6,8,0,BADUNG
513,9500000000,278,400,3,2,1,BADUNG
514,19000000000,430,500,4,5,1,BADUNG
515,40000000000,973,1100,4,4,1,BADUNG
516,175230000000,4574,4271,4,4,1,BADUNG
517,19500000000,834,780,6,3,0,BADUNG
518,17000000000,392,450,4,4,1,BADUNG
519,16000000000,1095,450,3,4,1,BADUNG
520,13000000000,407,850,4,4,1,BADUNG
521,21000000000,817,500,4,3,0,BADUNG
522,19000000000,800,500,5,4,1,BADUNG
523,1880000000,90,135,3,3,1,BADUNG
524,5100000000,140,250,3,2,0,BADUNG
525,12000000000,572,432,5,6,1,BADUNG
526,8000000000,350,350,5,5,1,BADUNG
527,17000000000,389,450,7,4,1,BADUNG
528,49000000000,943,600,7,4,1,BADUNG
529,6000000000,144,250,4,3,1,BADUNG
530,12000000000,230,300,5,4,1,BADUNG
531,17000000000,470,660,4,4,1,BADUNG
532,10500000000,220,325,4,3,1,BADUNG
533,950000000,50,80,3,2,0,BADUNG
534,9500000000,462,350,3,3,1,BADUNG
535,19000000000,358,500,4,5,1,BADUNG
536,25500000000,1020,816,4,4,1,BADUNG
537,2800000000,70,125,3,3,0,BADUNG
538,18500000000,358,500,4,4,1,BADUNG
539,22000000000,780,580,4,4,0,BADUNG
540,5500000000,150,210,4,4,1,BADUNG
541,10500000000,500,700,4,4,1,BADUNG
542,17000000000,465,640,4,5,1,BADUNG
543,5680000000,151,245,3,3,1,BADUNG
544,15000000000,400,800,4,4,0,BADUNG
545,13500000000,615,500,4,5,0,BADUNG
546,4800000000,200,260,5,7,0,BADUNG
547,14000000000,350,250,3,3,1,BADUNG
548,19000000000,520,500,5,5,0,BADUNG
549,17000000000,389,450,4,4,1,BADUNG
550,13500000000,1034,900,6,5,1,BADUNG
551,8500000000,307,400,7,6,0,BADUNG
552,9500000000,458,300,5,4,1,BADUNG
553,40000000000,1050,800,27,21,1,BADUNG
554,18000000000,900,500,4,4,1,BADUNG
555,6700000000,285,258,4,4,0,BADUNG
556,37500000000,680,1250,6,5,1,BADUNG
557,26000000000,600,450,4,4,1,BADUNG
558,15000000000,500,1000,5,5,1,BADUNG
559,33000000000,585,900,7,6,1,BADUNG
560,8500000000,250,300,4,4,1,BADUNG
561,22000000000,900,1800,4,3,1,BADUNG
562,7900000000,220,300,3,3,1,BADUNG
563,11160000000,248,333,4,4,1,BADUNG
564,19500000000,443,450,5,3,0,BADUNG
565,10000000000,475,600,5,5,0,BADUNG
566,1100000000,59,80,3,2,1,BADUNG
567,7190000000,207,245,3,3,1,BADUNG
568,9000000000,200,300,5,4,1,BADUNG
569,5700000000,144,325,3,3,1,BADUNG
570,36000000000,1300,850,5,4,0,BADUNG
571,17000000000,663,530,5,4,1,BADUNG
572,23000000000,650,600,5,5,0,BADUNG
573,1140000000,60,60,3,2,0,BADUNG
574,12500000000,512,350,3,3,1,BADUNG
575,16000000000,587,350,4,3,1,BADUNG
576,5800000000,144,285,4,3,0,BADUNG
577,17000000000,536,900,7,2,1,BADUNG
578,14000000000,464,360,4,3,0,BADUNG
579,17500000000,518,450,5,7,1,BADUNG
580,26000000000,900,500,7,4,0,BADUNG
581,11500000000,547,500,4,3,1,BADUNG
582,19000000000,800,500,5,3,0,BADUNG
583,19000000000,800,500,5,4,1,BADUNG
584,3600000000,164,150,4,4,1,BADUNG
585,5300000000,90,205,3,3,1,BADUNG
586,11000000000,436,300,6,5,0,BADUNG
587,6620000000,135,225,5,4,0,BADUNG
588,5500000000,164,240,4,3,1,BADUNG
589,19800000000,1039,430,5,4,0,BADUNG
590,40000000000,1752,712,3,4,0,BADUNG
591,10000000000,395,450,5,5,1,BADUNG
592,6500000000,124,300,3,3,1,BADUNG
593,6800000000,145,330,4,1,1,BADUNG
594,9000000000,450,700,4,4,0,BADUNG
595,4500000000,240,355,4,3,1,BADUNG
596,24500000000,876,600,8,5,0,BADUNG
597,5800000000,144,325,3,3,1,BADUNG
598,10500000000,500,700,4,4,1,BADUNG
599,15500000000,440,350,6,4,0,BADUNG
600,7000000000,272,310,5,3,1,BADUNG
601,14500000000,600,643,5,5,1,BADUNG
602,5500000000,150,210,4,4,1,BADUNG
603,17000000000,670,800,5,5,1,BADUNG
604,18500000000,443,450,5,5,1,BADUNG
605,4400000000,236,158,6,4,0,BADUNG
606,14000000000,460,400,4,3,1,BADUNG
607,19800000000,1039,430,5,3,1,BADUNG
608,6800000000,253,380,4,3,1,BADUNG
609,14000000000,460,400,4,4,0,BADUNG
610,9550000000,251,288,3,4,1,BADUNG
611,4600000000,123,190,3,3,1,BADUNG
612,19000000000,358,500,5,5,1,BADUNG
613,5800000000,128,148,3,3,1,BADUNG
614,7000000000,291,210,4,3,1,BADUNG
615,21500000000,788,400,4,3,0,BADUNG
616,38000000000,900,422,4,3,1,BADUNG
617,5900000000,160,176,4,3,0,BADUNG
618,15000000000,600,450,5,4,0,BADUNG
619,14900000000,700,500,4,3,1,BADUNG
620,16000000000,587,350,4,3,1,BADUNG
621,21000000000,1180,550,5,4,1,BADUNG
622,9500000000,330,450,5,2,1,BADUNG
623,8500000000,400,280,3,3,0,BADUNG
624,14000000000,580,500,6,4,1,BADUNG
625,26000000000,600,450,4,4,1,BADUNG
626,13000000000,330,430,5,4,1,BADUNG
627,8600000000,246,350,3,3,0,BADUNG
628,7000000000,194,229,5,4,1,BADUNG
629,18000000000,800,600,5,5,1,BADUNG
630,5500000000,214,245,4,2,0,BADUNG
631,43000000000,1000,600,27,27,1,BADUNG
632,13500000000,250,350,5,4,1,BADUNG
633,36000000000,1300,850,5,5,1,BADUNG
634,4500000000,235,300,4,4,1,BADUNG
635,18500000000,1000,700,4,3,1,BADUNG
636,21500000000,603,400,4,1,1,BADUNG
637,21000000000,358,500,4,5,1,BADUNG
638,24000000000,450,1320,5,3,0,BADUNG
639,15000000000,225,425,5,4,1,BADUNG
640,21600000000,800,500,4,2,1,BADUNG
641,12000000000,477,970,5,4,1,BADUNG
642,5000000000,185,255,4,4,1,BADUNG
643,7700000000,188,300,3,3,1,BADUNG
644,8700000000,246,350,3,3,1,BADUNG
645,5200000000,464,400,5,5,1,BADUNG
646,30000000000,1017,500,5,3,1,BADUNG
647,4500000000,258,150,2,2,0,BADUNG
648,30000000000,1500,600,7,7,1,BADUNG
649,28000000000,1100,800,5,4,1,BADUNG
650,14200000000,474,455,3,3,1,BADUNG
651,29000000000,1019,800,6,4,1,BADUNG
652,6900000000,389,400,4,3,1,BADUNG
653,21900000000,377,266,4,3,1,BADUNG
654,14500000000,212,363,3,4,1,BADUNG
655,5300000000,129,148,3,3,0,BADUNG
656,7900000000,181,330,3,4,0,BADUNG
657,4500000000,151,200,4,4,1,BADUNG
658,17000000000,500,600,4,3,0,BADUNG
659,14500000000,240,450,4,4,1,BADUNG
660,20000000000,1040,600,4,3,1,BADUNG
661,5900000000,160,176,4,3,1,BADUNG
662,20000000000,1026,750,6,4,1,BADUNG
663,2500000000,94,180,4,4,0,BADUNG
664,18500000000,421,450,4,3,1,BADUNG
665,20000000000,472,650,4,3,0,BADUNG
666,6500000000,295,300,4,4,1,BADUNG
667,5000000000,225,245,3,3,0,BADUNG
668,17000000000,465,640,4,4,1,BADUNG
669,15000000000,500,600,5,5,1,BADUNG
670,10000000000,246,350,3,3,1,BADUNG
671,18000000000,700,500,5,4,1,BADUNG
672,36000000000,1147,900,5,6,1,BADUNG
673,35500000000,500,525,4,4,1,BADUNG
674,5250000000,190,320,4,3,1,BADUNG
675,13500000000,330,520,3,2,1,BADUNG
676,10700000000,604,550,5,5,1,BADUNG
677,18000000000,415,470,5,4,1,BADUNG
678,21000000000,817,500,4,4,1,BADUNG
679,10000000000,227,400,4,3,1,BADUNG
680,6500000000,215,320,4,3,1,BADUNG
681,4700000000,260,280,6,4,1,BADUNG
682,17500000000,518,450,5,7,1,BADUNG
683,19750000000,500,536,5,5,1,BADUNG
684,30000000000,317,450,4,4,1,BADUNG
685,15000000000,585,300,4,2,0,BADUNG
686,25000000000,1050,1000,4,4,0,BADUNG
687,11100000000,230,568,4,4,1,BADUNG
688,20000000000,780,500,4,3,0,BADUNG
689,5300000000,330,250,10,4,0,BADUNG
690,39000000000,973,1000,4,4,0,BADUNG
691,38000000000,1180,800,8,9,1,BADUNG
692,18000000000,216,384,4,4,1,BADUNG
693,23000000000,558,563,8,6,1,BADUNG
694,26000000000,1083,1200,6,6,1,BADUNG
695,23000000000,693,474,5,4,1,BADUNG
696,4750000000,161,250,4,2,0,BADUNG
697,15900000000,400,500,4,5,1,BADUNG
698,5500000000,230,300,3,3,0,BADUNG
699,9000000000,159,380,3,3,1,BADUNG
700,19000000000,817,600,5,4,1,BADUNG
701,22600000000,754,500,4,4,1,BADUNG
702,33000000000,585,900,7,6,1,BADUNG
703,12000000000,600,500,4,3,1,BADUNG
704,15000000000,385,500,4,5,1,BADUNG
705,17500000000,518,450,5,7,1,BADUNG
706,1870000000,22,90,3,2,0,BADUNG
707,17500000000,800,800,5,5,0,BADUNG
708,5800000000,144,285,4,3,1,BADUNG
709,39000000000,450,650,7,5,1,BADUNG
710,6500000000,399,350,4,3,1,BADUNG
711,12000000000,615,450,4,4,1,BADUNG
712,8800000000,527,600,3,3,0,BADUNG
713,7730000000,225,245,3,3,1,BADUNG
714,500000000,60,60,2,1,0,BADUNG
715,14400000000,474,450,4,3,1,BADUNG
